WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_LSTM
4.81,88.57,25.22,2.44,-0.7193398003,0.0100000000000051,28.2,-0.6946583705,84.43,1,28.42,1011.3,5.0,4.19,4.51749
4.19,88.47,25.62,1.75,-0.8925858185,0.0100000000000051,28.8,-0.4508775407,88.57,1,28.31,1011.6,5.0,4.32,4.7592793
4.32,88.81,25.51,2.21,-0.8746197071,0.0,28.9,-0.4848096202,88.47,1,28.19,1011.8,5.0,5.13,4.89076
5.13,84.91,26.07,1.42,-0.899557779,-0.0200000000000102,29.8,-0.4368017884,88.81,1,28.56,1011.8,6.0,6.34,5.6356134
6.34,87.82,26.36,2.3,-0.9310558159,-0.1499999999999914,29.6,-0.3648767843,84.91,1,28.67,1011.1,5.0,7.02,6.822738
7.02,88.83,26.05,0.91,-0.9636304532,-0.0700000000000073,29.9,-0.2672383761,87.82,1,28.22,1009.8,6.0,7.25,7.002306
7.25,86.92,25.7,0.73,-0.9882283814,-0.0600000000000022,29.8,-0.1529858363,88.83,1,28.3,1009.1,5.0,6.15,6.5382895
6.15,83.62,25.54,0.23,-0.9488760116,0.1099999999999994,29.4,-0.3156490369,86.92,1,28.77,1008.6,5.0,6.2,5.9257193
6.2,82.55,25.29,0.44,-0.956304756,0.0800000000000125,29.9,-0.2923717047,83.62,1,29.05,1010.0,5.0,5.87,5.858171
5.87,85.77,25.81,9.63,-0.9460853588,-0.1200000000000045,29.6,-0.3239174182,82.55,1,28.53,1010.1,6.0,6.65,6.6680446
6.65,87.01,25.54,5.88,-0.9521293927,0.0,28.1,-0.305695305,85.77,1,28.06,1009.1,8.0,6.21,6.117043
6.21,86.97,25.49,0.52,-0.9650164945,-0.0700000000000073,28.9,-0.2621891786,87.01,1,28.5,1009.2,7.0,5.2,5.9622407
5.2,85.9,25.75,0.72,-0.9945218954,-0.059999999999988,29.4,-0.1045284633,86.97,1,28.74,1008.5,6.0,6.07,5.7145095
6.07,88.06,25.78,3.13,-0.940288127,-0.0500000000000113,29.6,-0.3403795502,85.9,1,28.45,1007.6,6.0,7.14,6.2757473
7.14,89.67,25.54,7.14,-0.9225380895,-0.019999999999996,29.7,-0.3859060423,88.06,1,27.32,1006.9,6.0,7.25,7.1957026
7.25,89.45,24.79,4.0,-0.8746197071,0.0,29.4,-0.4848096202,89.67,1,27.41,1006.7,7.0,6.85,6.490428
6.85,86.14,25.05,2.97,-0.9799247046,0.0700000000000073,28.6,-0.1993679344,89.45,1,27.87,1006.5,8.0,6.77,6.4467473
6.77,84.79,24.9,3.13,-0.9918944426,0.1099999999999994,29.4,-0.1270646086,86.14,1,28.07,1007.7,6.0,6.19,6.1194367
6.19,87.55,24.61,1.37,-0.9999939077,-0.0500000000000113,29.1,0.003490651415,84.79,1,28.15,1008.4,6.0,5.79,5.7950506
5.79,87.53,24.71,2.95,-0.9854078985,-0.059999999999988,29.0,-0.1702094992,87.55,1,27.71,1008.8,6.0,5.16,5.776358
5.16,88.78,25.08,5.02,-0.9177546257,0.0499999999999971,28.8,-0.3971478906,87.53,1,28.27,1007.8,6.0,5.01,5.0043726
5.01,89.9,24.54,8.26,-0.9010770213,0.1099999999999994,28.9,-0.4336590846,88.78,1,26.9,1008.2,6.0,4.85,5.047678
4.85,89.28,24.17,4.34,-0.8348478633,0.1099999999999994,28.9,-0.5504807401,89.9,1,27.01,1009.0,7.0,4.56,4.773102
4.56,86.25,24.38,1.48,-0.905568799,0.0799999999999983,27.5,-0.4241994227,89.28,1,27.81,1010.1,6.0,4.28,4.2697935
4.28,85.89,24.77,1.01,-0.8433914458,-0.0499999999999971,28.6,-0.5372996083,86.25,1,27.76,1010.9,6.0,4.71,4.754557
4.71,87.8,24.88,3.14,-0.9156625933,0.0,26.6,-0.4019477767,85.89,1,27.62,1010.6,5.0,4.23,4.459989
4.23,88.05,24.74,0.64,-0.9284858269,-0.0200000000000102,27.8,-0.3713678356,87.8,1,27.95,1011.3,5.0,3.06,4.2197905
3.06,89.69,24.73,0.51,-0.8171448983,0.0400000000000062,28.1,-0.5764323162,88.05,1,27.53,1010.8,5.0,3.61,3.7183363
3.61,87.72,24.94,1.43,-0.7071067812,-0.0100000000000051,28.6,-0.7071067812,89.69,1,27.87,1011.0,6.0,4.27,4.1076446
4.27,85.83,25.01,0.49,-0.7615383075,0.0100000000000051,29.6,-0.6481199011,87.72,1,27.89,1011.0,5.0,4.59,4.9850497
4.59,85.86,24.74,0.85,-0.8870108332,-0.0799999999999983,29.4,-0.4617486132,85.83,1,28.15,1010.6,4.0,4.2,4.864789
4.2,83.31,24.89,1.05,-0.9432226579,0.0699999999999931,29.1,-0.3321611319,85.86,1,28.6,1010.6,3.0,4.89,4.7378163
4.89,83.73,25.28,1.19,-0.9297764859,0.0100000000000051,29.6,-0.3681245527,83.31,1,28.64,1011.1,4.0,5.28,5.426596
5.28,85.02,25.45,2.76,-0.8677654534,0.0,29.6,-0.496973961,83.73,1,28.03,1011.2,4.0,5.45,5.706985
5.45,85.97,25.4,7.75,-0.7880107536,-0.0100000000000051,28.4,-0.6156614753,85.02,1,28.4,1010.9,6.0,6.02,5.7039576
6.02,83.23,24.74,5.86,-0.7466381823,0.0400000000000062,28.1,-0.6652303547,85.97,1,27.96,1010.3,5.0,6.22,6.076908
6.22,86.06,24.36,0.93,-0.9449489122,-0.1800000000000068,28.7,-0.327217899,83.23,1,28.02,1010.3,3.0,5.53,5.5498843
5.53,84.74,25.48,0.81,-0.9505157316,-0.059999999999988,29.8,-0.3106764296,86.06,1,29.02,1009.0,4.0,5.86,5.448153
5.86,85.24,25.61,0.93,-0.9390942521,0.0,26.4,-0.3436596946,84.74,1,28.89,1008.8,6.0,6.4,5.956663
6.4,88.74,25.71,3.69,-0.97154912,-0.1500000000000056,28.6,-0.2368381461,85.24,1,27.85,1008.5,6.0,7.28,6.544166
7.28,87.44,25.27,2.07,-0.9510565163,0.0,29.6,-0.3090169944,88.74,1,28.16,1007.2,7.0,6.83,6.4372954
6.83,86.88,24.93,1.99,-0.8972583697,0.1500000000000056,29.6,-0.4415058528,87.44,1,28.06,1007.3,7.0,6.4,6.24344
6.4,87.85,25.34,1.39,-0.9348256764,0.1099999999999994,29.6,-0.3551069624,86.88,1,28.13,1008.8,7.0,6.89,6.131758
6.89,86.67,25.29,0.63,-0.9816271834,-0.1000000000000085,29.6,-0.1908089954,87.85,1,28.44,1009.8,5.0,5.38,6.208197
5.38,86.82,24.97,0.32,-0.9986295348,-0.0499999999999971,29.7,-0.05233595624,86.67,1,28.8,1008.6,6.0,5.59,5.441904
5.59,87.48,25.41,4.4,-0.9865721616,0.0,29.6,-0.1633259622,86.82,1,28.39,1008.4,7.0,4.7,5.346767
4.7,90.11,25.02,10.9,-0.9995065604,0.0699999999999931,29.0,0.03141075908,87.48,1,27.39,1008.9,7.0,3.51,4.5837164
3.51,87.08,24.25,8.97,-0.6184083954,-0.1099999999999994,28.3,-0.7858568932,90.11,1,28.9,1008.9,6.0,3.0,3.158109
3.0,88.41,24.68,8.44,-0.4679298143,0.0700000000000073,28.0,-0.8837656301,87.08,1,28.08,1008.2,5.0,4.06,3.6496165
4.06,85.15,24.5,0.56,-0.5,0.1799999999999926,27.9,-0.8660254038,88.41,1,28.8,1008.8,3.0,4.37,4.0363445
4.37,85.24,25.06,0.83,-0.6520984038,0.0700000000000073,28.6,-0.7581343362,85.15,1,28.54,1010.8,4.0,4.61,4.6485925
4.61,85.2,24.98,1.01,-0.702153053,-0.0499999999999971,29.6,-0.712026046,85.24,1,28.4,1011.6,6.0,4.49,4.978069
4.49,86.2,25.51,1.73,-0.8571673007,-0.0600000000000022,29.2,-0.5150380749,85.2,1,28.29,1011.2,5.0,5.02,5.1263514
5.02,87.18,25.31,3.71,-0.8910065242,0.019999999999996,29.4,-0.4539904997,86.2,1,28.33,1010.4,5.0,4.96,5.2746353
4.96,84.76,25.19,5.61,-0.909236109,0.019999999999996,27.8,-0.4162807923,87.18,1,28.4,1010.3,6.0,5.52,5.146874
5.52,84.17,25.25,4.46,-0.9335804265,-0.0899999999999892,28.4,-0.3583679495,84.76,1,28.84,1010.5,6.0,5.71,5.5269594
5.71,86.9,25.33,4.32,-0.8508111094,-0.0600000000000022,29.6,-0.5254716511,84.17,1,27.96,1010.4,6.0,5.46,5.8168893
5.46,86.41,25.7,2.75,-0.8171448983,0.019999999999996,28.6,-0.5764323162,86.9,1,28.24,1008.7,7.0,6.47,5.8044605
6.47,86.05,25.39,12.48,-0.7535633923,0.1000000000000085,28.1,-0.6573752458,86.41,1,28.37,1009.2,7.0,6.05,5.9038877
6.05,85.42,25.63,4.94,-0.8028174752,-0.0600000000000022,27.9,-0.596224875,86.05,1,28.49,1009.8,5.0,5.87,5.975247
5.87,85.8,25.59,4.85,-0.7637960286,0.0300000000000011,29.2,-0.6454576877,85.42,1,28.77,1009.5,5.0,6.36,5.896215
6.36,84.61,25.57,2.81,-0.8090169944,0.0300000000000011,28.4,-0.5877852523,85.8,1,29.04,1010.1,6.0,4.88,5.4146876
4.88,87.68,25.48,1.75,-0.7922896434,-0.1100000000000136,29.0,-0.6101451639,84.61,1,28.37,1009.9,5.0,5.8,5.2063475
5.8,84.92,25.54,1.37,-0.8788171127,-0.0999999999999943,29.1,-0.4771587603,87.68,1,29.13,1009.0,5.0,4.62,5.3427315
4.62,87.72,25.78,20.73,-0.7581343362,0.0600000000000022,29.4,-0.6520984038,84.92,1,28.8,1008.0,7.0,4.87,5.01225
4.87,87.62,24.81,15.4,-0.5135412521,0.2399999999999948,27.1,-0.8580649057,87.72,1,27.82,1009.2,7.0,3.93,4.5761023
3.93,86.93,24.4,6.76,-0.0662739004,0.1000000000000085,28.9,-0.9978014683,87.62,1,28.36,1011.5,6.0,4.43,4.552871
4.43,85.97,24.06,6.23,-0.223250116,0.019999999999996,28.2,-0.9747611942,86.93,1,27.87,1011.8,6.0,5.17,4.48686
5.17,80.53,23.96,4.39,-0.544639035,0.0699999999999931,26.4,-0.8386705679,85.97,1,27.18,1012.0,7.0,4.03,4.3886614
4.03,80.92,23.92,2.02,-0.597625147,-0.1499999999999914,27.5,-0.8017756442,80.53,1,28.64,1012.7,6.0,3.53,3.8949318
3.53,86.01,24.59,2.14,-0.6971651029,-0.019999999999996,27.9,-0.7169106077,80.92,1,28.65,1011.5,5.0,4.59,4.07136
4.59,87.43,24.79,8.07,-0.6238795967,-0.0100000000000051,27.6,-0.7815204724,86.01,1,28.3,1011.4,7.0,4.6,4.332524
4.6,86.87,25.3,15.98,-0.8452618332,-0.0100000000000051,26.1,-0.5343523494,87.43,1,27.85,1011.4,7.0,4.51,4.8266697
4.51,87.42,25.26,4.36,-0.864274802,-0.0600000000000022,27.6,-0.5030199466,86.87,1,28.22,1011.4,5.0,4.51,4.5390606
4.51,86.61,25.41,2.67,-0.8779829754,0.0700000000000073,29.2,-0.4786918579,87.42,1,28.1,1010.7,5.0,5.18,5.064499
5.18,87.43,25.7,3.79,-0.8703556959,-0.0400000000000062,29.4,-0.4924235601,86.61,1,28.18,1011.5,6.0,5.82,5.7135367
5.82,87.11,25.84,10.12,-0.8589598969,-0.0899999999999892,29.1,-0.5120428649,87.43,1,28.22,1010.8,6.0,6.45,6.412615
6.45,85.43,25.93,7.7,-0.9198214973,-0.1700000000000017,27.9,-0.3923371166,87.11,1,28.8,1009.8,7.0,7.42,7.0030627
7.42,86.25,26.17,6.7,-0.909236109,-0.0499999999999971,28.2,-0.4162807923,85.43,1,28.73,1008.3,6.0,6.39,6.8506966
6.39,87.53,25.15,6.86,-0.9329535348,0.0799999999999983,29.1,-0.3599968081,86.25,1,27.11,1007.7,7.0,6.24,6.1637316
6.24,88.59,24.85,8.76,-0.8651514206,0.0300000000000011,27.6,-0.5015107372,87.53,1,27.53,1008.0,6.0,5.73,6.0557194
5.73,90.83,25.32,7.29,-0.8280603346,0.0099999999999909,28.2,-0.5606389946,88.59,1,27.32,1009.0,5.0,5.45,5.889913
5.45,87.32,25.19,2.78,-0.8100416404,0.0300000000000011,28.2,-0.5863723567,90.83,1,28.39,1008.6,6.0,4.62,4.722744
4.62,83.93,24.67,1.72,-0.8668967489,-0.0499999999999971,29.1,-0.4984877398,87.32,1,28.72,1008.7,4.0,4.31,4.625948
4.31,87.29,25.4,8.39,-0.7880107536,0.0999999999999943,28.7,-0.6156614753,83.93,1,28.27,1009.2,6.0,4.04,4.674737
4.04,86.98,24.89,10.23,-0.739631095,0.0600000000000022,28.7,-0.6730125135,87.29,1,27.99,1010.0,7.0,3.87,4.3862057
3.87,86.86,24.76,12.92,-0.575005252,-0.1099999999999994,27.4,-0.8181497174,86.98,1,27.95,1009.7,7.0,5.15,4.653882
5.15,89.4,24.83,26.24,-0.6059884003,-0.0300000000000011,25.4,-0.7954734809,86.86,1,27.04,1008.9,7.0,4.92,5.412908
4.92,89.53,25.15,12.17,-0.8589598969,-0.0300000000000011,26.6,-0.5120428649,89.4,1,26.88,1009.1,7.0,4.47,5.091236
4.47,87.14,24.62,15.51,-0.7181262978,-0.039999999999992,27.1,-0.6959127966,89.53,1,27.89,1008.6,8.0,4.72,4.5652194
4.72,89.37,24.52,32.65,-0.5835412114,0.019999999999996,26.1,-0.8120835269,87.14,1,26.56,1008.2,7.0,6.03,5.519826
6.03,85.02,24.44,3.89,-0.3206129906,0.1200000000000045,25.2,-0.9472102777,89.37,1,27.58,1008.6,8.0,5.68,5.462972
5.68,85.8,24.41,8.84,-0.2044960518,0.1099999999999994,27.2,-0.9788673888,85.02,0,28.54,1009.9,6.0,4.58,4.416436
4.58,86.46,24.39,3.24,-0.2973748741,0.1299999999999954,28.4,-0.9547607995,85.8,0,28.8,1011.0,4.0,4.02,4.043383
4.02,88.04,24.64,1.86,-0.7337298645,0.0100000000000051,28.2,-0.6794413043,86.46,0,28.3,1012.2,5.0,3.24,3.4881642
3.24,87.63,25.45,10.55,-0.9521293927,-0.0200000000000102,28.4,-0.305695305,88.04,0,28.2,1012.5,6.0,4.58,3.2455103
4.58,87.5,25.72,5.25,-0.9396926208,-0.0999999999999943,27.4,-0.3420201433,87.63,0,27.61,1012.1,8.0,5.56,4.9922347
5.56,86.64,25.73,5.67,-0.959805292,-0.0999999999999943,27.7,-0.2806667089,87.5,0,28.07,1011.2,6.0,4.26,5.1446605
4.26,88.62,25.44,6.33,-0.6870875108,0.0300000000000011,28.2,-0.726574671,86.64,0,28.57,1010.0,6.0,4.14,4.082225
4.14,86.62,24.71,5.77,-0.7009092643,0.0899999999999892,28.0,-0.7132504492,88.62,0,28.42,1010.5,5.0,4.6,3.6878998
4.6,85.64,24.88,4.55,-0.8535507973,0.0100000000000051,27.6,-0.5210096318,86.62,0,27.45,1011.0,6.0,4.62,4.4550095
4.62,85.83,25.1,4.72,-0.8862035792,-0.0100000000000051,28.1,-0.4632960351,85.64,0,28.36,1011.2,5.0,4.6,4.3612857
4.6,85.22,25.46,4.42,-0.905568799,0.0300000000000011,28.1,-0.4241994227,85.83,0,28.5,1011.7,4.0,3.71,4.3724847
3.71,85.56,25.37,5.89,-0.9360595357,0.0100000000000051,28.3,-0.3518416484,85.22,0,28.48,1011.6,6.0,2.57,3.0338264
2.57,88.27,25.07,8.55,-0.8779829754,-0.0600000000000022,28.1,-0.4786918579,85.56,0,28.24,1011.6,7.0,2.86,2.6916492
2.86,89.53,25.25,20.1,-0.8910065242,0.0499999999999971,27.8,-0.4539904997,88.27,0,27.42,1011.1,5.0,2.67,2.6852689
2.67,85.93,24.48,22.28,-0.9578224948,-0.0699999999999931,27.6,-0.2873605198,89.53,0,28.87,1011.4,6.0,2.7,2.4722238
2.7,85.23,24.59,20.16,-0.8902128046,-0.0499999999999971,27.8,0.4555449072,85.93,0,28.88,1010.8,6.0,2.05,2.0903308
2.05,84.57,24.74,11.11,-0.02443217815,0.0099999999999909,27.5,-0.9997014898,85.23,0,29.73,1010.8,5.0,1.31,2.2613587
1.31,86.83,25.02,23.62,-0.6743023876,0.0600000000000022,27.6,-0.7384553406,84.57,0,29.52,1010.6,6.0,2.73,2.4817832
2.73,85.88,25.16,26.01,-0.7193398003,-0.0400000000000062,27.6,-0.6946583705,86.83,0,29.85,1011.8,6.0,2.85,2.50321
2.85,89.19,25.48,13.2,-0.8280603346,-0.1199999999999903,27.9,-0.5606389946,85.88,0,28.39,1010.9,5.0,3.23,3.1870737
3.23,87.57,25.24,28.18,-0.9902680687,-0.0300000000000011,27.6,0.139173101,89.19,0,27.67,1010.0,6.0,2.14,2.326059
2.14,87.85,24.91,13.36,-0.8526401644,0.0799999999999983,27.9,0.5224985647,87.57,0,27.43,1009.8,7.0,2.24,2.3648252
2.24,91.14,24.54,21.39,-0.9372819895,-0.019999999999996,27.9,0.3485720473,87.85,0,26.64,1010.2,7.0,3.47,2.949625
3.47,91.32,24.43,11.49,-0.9909831997,-0.1099999999999994,27.9,-0.1339861854,91.14,0,27.08,1009.7,7.0,3.47,3.891159
3.47,91.2,24.77,21.41,-0.3599968081,0.0899999999999892,25.7,-0.9329535348,91.32,0,26.5,1009.0,8.0,4.38,4.3626437
4.38,88.42,22.96,37.34,-0.04536298813,0.1200000000000045,27.7,0.9989705698,91.2,0,26.09,1010.3,7.0,3.45,3.3141353
3.45,87.51,22.94,11.61,-0.3778407868,-0.0600000000000022,27.2,0.9258705848,88.42,0,28.17,1010.6,7.0,3.94,4.2554493
3.94,85.45,23.84,20.85,0.3746065934,-0.0499999999999971,28.1,0.9271838546,87.51,0,29.15,1010.4,7.0,4.3,4.1353536
4.3,87.68,24.23,10.85,0.1495353434,-0.0699999999999931,28.3,0.988756381,85.45,0,28.41,1009.5,6.0,4.69,4.249782
4.69,89.35,24.25,12.74,-0.9916711624,-0.0100000000000051,27.1,-0.1287955966,87.68,0,26.17,1008.7,7.0,3.19,4.002599
3.19,88.74,24.16,6.73,0.1495353434,0.1099999999999994,28.1,-0.988756381,89.35,0,27.86,1008.5,6.0,5.0,4.2730713
5.0,88.24,24.1,13.61,0.02966624409,0.0799999999999983,27.1,-0.9995598601,88.74,0,27.76,1009.7,6.0,4.37,4.004986
4.37,88.66,23.95,32.89,-0.8941542368,0.0700000000000073,27.4,-0.4477590878,88.24,0,27.91,1010.7,6.0,2.96,3.1607852
2.96,86.84,24.19,18.77,0.1149371505,-0.0100000000000051,26.8,0.9933727656,88.66,0,27.9,1011.7,6.0,3.09,3.2302916
3.09,80.59,24.16,5.7,0.3762242631,-0.0900000000000034,27.4,0.9265286309,86.84,0,29.36,1010.9,6.0,1.91,2.4173207
1.91,84.79,24.96,17.4,-0.4924235601,-0.039999999999992,27.4,0.8703556959,80.59,0,28.83,1010.6,7.0,2.8,2.4765446
2.8,84.92,24.53,35.54,0.2940403252,-0.1200000000000045,27.6,0.9557930148,84.79,0,28.86,1010.2,6.0,2.89,3.0971627
2.89,85.18,24.15,8.61,0.9832549076,0.019999999999996,27.8,-0.1822355255,84.92,0,29.13,1008.8,6.0,3.07,2.3997858
3.07,90.69,24.84,17.85,-0.9719610006,0.1000000000000085,27.4,-0.2351421131,85.18,0,27.17,1009.0,7.0,3.34,3.4109116
3.34,87.7,24.39,6.08,-0.7569950557,-0.0200000000000102,27.6,-0.653420604,90.69,0,27.19,1009.2,7.0,4.44,3.8514028
4.44,87.99,25.22,5.66,-0.5821229702,-0.0999999999999943,28.1,-0.813100761,87.7,0,27.96,1009.0,5.0,4.34,4.1524744
4.34,88.16,24.37,4.22,-0.6170358751,0.0999999999999943,28.3,-0.786935022,87.99,0,27.18,1008.0,6.0,3.64,4.0100136
3.64,85.47,24.27,14.68,-0.9420574528,0.0700000000000073,27.8,0.3354515698,88.16,0,28.62,1008.9,6.0,2.98,2.6348212
2.98,89.39,24.51,24.92,-0.5195191119,-0.0300000000000011,26.2,0.8544588301,85.47,0,27.15,1010.5,8.0,3.99,3.8428411
3.99,90.28,24.13,51.22,-0.2453073859,-0.2100000000000079,26.1,0.9694453499,89.39,0,26.53,1010.5,8.0,3.62,4.056859
3.62,89.81,24.12,21.02,-0.9460853588,-0.0699999999999931,25.1,0.3239174182,90.28,0,26.96,1007.6,8.0,3.65,3.4690962
3.65,89.34,24.41,12.54,-0.842452397,0.0400000000000062,27.4,-0.538770785,89.81,0,27.41,1007.4,6.0,4.15,3.3765004
4.15,88.11,25.05,1.14,-0.8845809752,0.039999999999992,28.0,-0.4663866403,89.34,0,28.12,1007.9,5.0,3.44,3.6177046
3.44,86.64,24.91,1.77,-0.7372773368,0.0600000000000022,28.6,-0.6755902076,88.11,0,28.65,1007.8,4.0,2.79,3.2252612
2.79,86.85,25.15,12.84,-0.9265286309,0.0300000000000011,28.5,-0.3762242631,86.64,0,28.94,1008.7,6.0,2.37,2.8135736
2.37,78.78,24.44,4.17,-0.4617486132,-0.019999999999996,27.8,-0.8870108332,86.85,0,30.23,1009.2,4.0,1.14,1.6703697
1.14,81.79,24.57,8.31,0.4524347093,-0.0500000000000113,27.9,0.8917975296,78.78,0,28.33,1008.7,6.0,1.53,1.9730276
1.53,83.59,24.51,10.43,0.01396218034,-0.039999999999992,28.2,-0.999902524,81.79,0,29.25,1008.0,5.0,1.39,1.5981278
1.39,83.34,24.81,5.74,0.5135412521,0.0999999999999943,28.1,0.8580649057,83.59,0,29.64,1008.3,4.0,2.03,2.2219865
2.03,83.11,24.44,10.08,0.5692795234,0.019999999999996,27.6,0.822144041,83.34,0,29.49,1009.7,4.0,2.32,2.424106
2.32,85.99,24.47,6.77,0.5,0.0200000000000102,28.1,0.8660254038,83.11,0,29.1,1009.7,4.0,3.98,3.05485
3.98,84.89,24.34,4.22,0.2923717047,0.0600000000000022,28.1,0.956304756,85.99,0,28.47,1009.6,5.0,4.01,3.7775245
4.01,83.82,23.74,0.59,0.2990407923,-0.0900000000000034,28.7,0.9542403285,84.89,0,28.56,1009.4,6.0,3.27,3.9540074
3.27,88.6,24.07,6.63,0.2198462044,0.1099999999999994,28.3,0.9755345439,83.82,0,27.02,1009.0,6.0,3.48,3.7092602
3.48,87.54,23.71,16.2,0.1976573404,-0.019999999999996,27.6,0.9802711746,88.6,0,28.14,1010.3,7.0,4.51,4.4160624
4.51,89.95,24.86,46.43,-0.04361938737,-0.1300000000000096,27.5,0.9990482216,87.54,0,28.97,1010.5,7.0,5.5,5.0788374
5.5,91.9,24.85,12.96,-0.5195191119,-0.019999999999996,27.5,0.8544588301,89.95,0,27.43,1010.5,6.0,3.24,3.7840533
3.24,89.84,25.15,15.67,-0.9988061373,0.1599999999999966,28.0,-0.0488497698,91.9,0,27.29,1009.4,6.0,3.43,3.1438162
3.43,89.27,24.84,5.19,-0.9106836608,-0.0099999999999909,27.9,0.4131044298,89.84,0,27.47,1010.2,4.0,3.35,2.853494
3.35,91.83,25.2,14.65,-0.6858183529,-0.2800000000000011,27.8,-0.7277727577,89.27,0,27.54,1009.7,7.0,4.29,4.5908637
4.29,92.11,25.12,20.08,0.8141155184,-0.0200000000000102,27.8,-0.5807029557,91.83,0,27.59,1008.1,7.0,4.74,4.198943
4.74,85.4,24.81,6.74,0.9135454576,0.1900000000000119,27.6,0.4067366431,92.11,0,28.0,1008.3,5.0,1.64,1.8382707
1.64,86.25,24.7,13.34,-0.2402280425,0.039999999999992,28.1,0.9707164816,85.4,0,28.22,1009.0,6.0,1.68,2.3777974
1.68,88.34,24.86,30.41,0.6845471059,0.019999999999996,27.6,0.7289686274,86.25,0,27.86,1009.3,7.0,4.32,3.6808038
4.32,87.16,24.62,5.52,0.4461978131,0.0600000000000022,27.4,-0.8949343616,88.34,0,29.24,1009.9,4.0,1.76,2.8647473
1.76,88.75,24.9,8.02,0.4617486132,0.0200000000000102,26.9,0.8870108332,87.16,0,28.85,1010.4,8.0,2.5,3.2441835
2.5,84.02,24.62,7.43,0.5863723567,-0.0300000000000011,27.0,-0.8100416404,88.75,0,28.82,1010.6,7.0,1.4,1.3017434
1.4,84.14,25.03,7.18,0.3794561595,-0.0800000000000125,28.2,-0.9252097184,84.02,0,29.56,1010.0,5.0,1.39,1.5045981
1.39,86.65,25.41,4.03,-0.7337298645,0.0900000000000034,28.3,-0.6794413043,84.14,0,28.88,1009.5,6.0,1.55,2.5108101
1.55,87.9,25.1,20.03,-0.9905094632,0.0400000000000062,27.8,-0.137444546,86.65,0,27.54,1010.2,6.0,2.24,2.3219385
2.24,86.04,24.84,10.14,-0.3370952584,0.019999999999996,27.6,-0.9414705448,87.9,0,29.23,1010.8,5.0,2.49,2.4334204
2.49,87.17,24.82,9.67,0.474088209,0.0,27.4,0.8804773535,86.04,0,28.05,1010.5,5.0,1.68,2.277942
1.68,79.94,24.28,1.32,0.9218631516,-0.0100000000000051,26.9,0.3875155865,87.17,0,29.72,1010.7,6.0,1.94,1.6456308
1.94,79.78,24.01,11.6,-0.4383711468,0.0800000000000125,27.7,-0.8987940463,79.94,0,28.47,1010.2,6.0,1.44,1.8453481
1.44,83.46,24.89,5.16,-0.7858568932,0.0899999999999892,27.2,-0.6184083954,79.78,0,28.66,1011.7,6.0,1.69,1.9516602
1.69,83.62,23.73,5.11,0.6266038114,-0.0099999999999909,27.8,0.7793379649,83.46,0,29.36,1013.0,4.0,3.01,2.8507485
3.01,83.45,23.39,4.03,0.5269557955,0.0,28.4,0.849892693,83.62,0,29.23,1012.4,4.0,4.42,4.363963
4.42,80.21,23.15,1.05,0.6494480483,0.0699999999999931,28.6,0.7604059656,83.45,0,28.82,1012.2,3.0,5.16,4.8194847
5.16,79.81,22.14,0.0,0.6320293027,0.0100000000000051,28.2,0.7749444887,80.21,0,29.02,1012.5,1.0,4.48,5.2016277
4.48,76.0,21.89,0.01,0.5906056676,-0.0600000000000022,27.9,0.8069603121,79.81,0,29.01,1012.2,2.0,4.12,4.444434
4.12,79.37,22.24,0.17,0.535826795,-0.0700000000000073,27.9,0.8443279255,76.0,0,29.37,1011.8,3.0,4.0,4.4266577
4.0,84.88,23.51,2.53,0.4632960351,-0.0499999999999971,28.9,0.8862035792,79.37,0,29.28,1011.3,4.0,5.39,4.9042287
5.39,88.44,23.83,11.35,0.3875155865,0.0,28.1,0.9218631516,84.88,0,28.9,1011.1,7.0,5.96,5.4213214
5.96,86.09,24.5,7.29,0.6520984038,0.1099999999999994,28.1,0.7581343362,88.44,0,29.53,1012.1,6.0,4.18,4.4879017
4.18,86.44,24.5,7.74,0.5735764364,-0.0600000000000022,28.4,0.8191520443,86.09,0,30.12,1013.0,5.0,3.22,3.5225868
3.22,84.89,23.57,3.97,0.6494480483,-0.0699999999999931,28.2,0.7604059656,86.44,0,29.73,1012.1,4.0,5.41,4.610397
5.41,85.3,23.04,1.44,0.4878596591,0.0499999999999971,29.1,0.8729220773,84.89,0,29.97,1010.8,3.0,5.84,6.029324
5.84,85.88,23.94,2.1,0.4241994227,0.1099999999999994,28.8,0.905568799,85.3,0,29.44,1011.3,5.0,5.9,5.7145104
5.9,85.98,23.55,2.31,0.5195191119,0.0600000000000022,27.9,0.8544588301,85.88,0,29.46,1012.8,5.0,4.99,5.195758
4.99,84.84,22.95,0.55,0.5060337641,-0.0499999999999971,28.6,0.8625136692,85.98,0,29.44,1013.5,2.0,5.76,5.9453807
5.76,85.14,23.28,0.47,0.3534748438,-0.0300000000000011,29.2,0.9354440308,84.84,0,30.02,1012.3,4.0,5.26,5.3673563
5.26,87.2,24.26,4.14,0.2044960518,-0.0700000000000073,28.7,0.9788673888,85.14,0,29.62,1012.6,5.0,4.64,4.543253
